Volume,Adj Close,,,,,,,,,,,,,,,CNY,"A,B"
2500,40.64,,,,,,,,,,,,,,,,
1000,40.4,,,,,,,,,,,,,,,,
1600,40.31,,,,,,,,,,,,,,,,
0,40.25,,,,,,,,,,,,,,,,
1800,40.25,,,,,,,,,,,,,,,,
2500,40.26,,,,,,,,,,,,,,,,
200,40.23,,,,,,,,,,,,,,,,
0,40.3,,,,,,,,,,,,,,,,
4200,40.3,,,,,,,,,,,,,,,,
3200,40.49,,,,,,,,,,,,,,,,
1400,40.32,,,,,,,,,,,,,,,,
0,40.27,,,,,,,,,,,,,,,,
6400,40.27,,,,,,,,,,,,,,,,
600,40.31,,,,,,,,,,,,,,,,
9400,40.43,,,,,,,,,,,,,,,,
1000,40.29,,,,,,,,,,,,,,,,
600,40.32,,,,,,,,,,,,,,,,
1300,40.33,,,,,,,,,,,,,,,,
600,40.33,,,,,,,,,,,,,,,,
800,40.3,,,,,,,,,,,,,,,,
1000,40.33,,,,,,,,,,,,,,,,
700,40.2,,,,,,,,,,,,,,,,
1900,40.15,,,,,,,,,,,,,,,,
1300,40.3,,,,,,,,,,,,,,,,
2200,40.33,,,,,,,,,,,,,,,,
1300,40.24,,,,,,,,,,,,,,,,
2400,40.27,,,,,,,,,,,,,,,,
2800,40.43,,,,,,,,,,,,,,,,
1000,40.43,,,,,,,,,,,,,,,,
900,40.38,,,,,,,,,,,,,,,,
14300,40.3,,,,,,,,,,,,,,,,
9200,40.22,,,,,,,,,,,,,,,,
4900,39.93,,,,,,,,,,,,,,,,
1300,39.68,,,,,,,,,,,,,,,,
2500,39.62,,,,,,,,,,,,,,,,
1500,39.6,,,,,,,,,,,,,,,,
1900,39.6,,,,,,,,,,,,,,,,
600,39.59,,,,,,,,,,,,,,,,
2000,39.6,,,,,,,,,,,,,,,,
1800,39.69,,,,,,,,,,,,,,,,
400,39.5,,,,,,,,,,,,,,,,
1100,39.57,,,,,,,,,,,,,,,,
1200,39.56,,,,,,,,,,,,,,,,
1000,39.48,,,,,,,,,,,,,,,,
2700,39.48,,,,,,,,,,,,,,,,
300,39.44,,,,,,,,,,,,,,,,
2100,39.44,,,,,,,,,,,,,,,,
700,39.43,,,,,,,,,,,,,,,,
1300,39.41,,,,,,,,,,,,,,,,
27700,39.52,,,,,,,,,,,,,,,,
4700,39.61,,,,,,,,,,,,,,,,
3400,39.59,,,,,,,,,,,,,,,,
300,39.55,,,,,,,,,,,,,,,,
